stateFIPS,state,census_region,census_division,COVIDDeathsUCD,deaths,suppressed,expDeathsMean,expDeathsLow,expDeathsMed,expDeathsUp,excDeathsMean,excDeathsLow,excDeathsMed,excDeathsUp,probPositiveExcess,relExcDeathsMean,relExcDeathsLow,relExcDeathsMed,relExcDeathsUp,ratioMeanUCD,ratioLowUCD,ratioMedUCD,ratioUpUCD,probPositiveNCExcessUCD,COVIDDeathsMCD,ratioMeanMCD,ratioLowMCD,ratioMedMCD,ratioUpMCD,probPositiveNCExcessMCD
21,Kentucky,South,East South Central,15022,145722,0,123466.224,120663.6,123452,126348.9,22255.776,19373.1,22270,25058.4,1,0.18066199720541568,0.15333018879295285,0.18039400308230372,0.20767157764701025,1.481545466648915,1.2896485155105843,1.48249234456131,1.6681134336306749,0.999,17662,1.260093760616012,1.0968803080058884,1.2608991054240744,1.4187747706941458,0.979
22,Louisiana,South,West South Central,14931,141506,0,113561.054,110996.7,113542,116168.3,27944.946,25337.699999999997,27964,30509.3,1,0.2464905679004744,0.21811199792450509,0.24628771770715496,0.27486673184619687,1.8716057866184448,1.6969861362266423,1.8728819235148348,2.043352756010984,1,16627,1.6806968184278583,1.523888855476033,1.681842785830276,1.83492512178986,1
23,Maine,Northeast,New England,2381,41695,0,38081.658,37136.3,38096.5,38977,3613.342,2718,3598.5,4558.7,1,0.09528797646651212,0.06973343887309302,0.09445749628396675,0.12275590549810614,1.5175732885342292,1.141537169256615,1.511339773204536,1.9146157076858463,0.957,2744,1.3168155976676386,0.990524781341108,1.3114067055393588,1.6613338192419826,0.897
24,Maryland,South,South Atlantic,13848,147007,0,127580.999,124580.9,127606.5,130536.3,19426.001,16470.7,19400.5,22426.1,1,0.1526557800796782,0.12617716945701474,0.1520337977671877,0.18001234539847177,1.402801920854997,1.1893919699595608,1.4009604274985556,1.6194468515309068,0.991,16331,1.1895169309901414,1.008554283264956,1.187955422203172,1.3732227052844284,0.913
25,Massachusetts,Northeast,New England,16706,163021,0,150316.8,146908.9,150367,153736.1,12704.2,9284.9,12654,16112.100000000002,1,0.08488277648403804,0.06039505409015512,0.08415410468761048,0.10967409258276446,0.7604573207230935,0.5557823536453969,0.7574524123069556,0.9644498982401531,0.073,18870,0.6732485426603073,0.49204557498675144,0.6705882352941177,0.8538473767885533,0.017
26,Michigan,North Central,East North Central,29844,290974,0,249206.893,243601.2,249129,254931.8,41767.107,36042.2,41845,47372.8,1,0.16798948842941042,0.14137977345528363,0.16796519089384918,0.1944686649449631,1.3995143747486931,1.2076866371800028,1.4021243801099048,1.587347540544163,0.996,34119,1.2241597643541722,1.0563674199126587,1.2264427445118558,1.3884580439051557,0.955
27,Minnesota,North Central,West North Central,11446,129543,0,114461.257,111825.3,114427.5,117117.7,15081.743,12425.3,15115.5,17717.7,1,0.13214675157794914,0.106092418495644,0.13209674250047754,0.15844088990315391,1.3176431067621877,1.08555827363271,1.3205923466713263,1.547938144329897,0.954,13765,1.0956587722484563,0.9026734471485652,1.0981111514711226,1.2871558300036323,0.732
28,Mississippi,South,East South Central,11570,101053,0,81035.273,79162.3,81035.5,82954.3,20017.727,18098.7,20017.5,21890.7,1,0.2474504281829684,0.21817675784533824,0.24702136722605705,0.276529363339564,1.7301406222990492,1.564278305963699,1.7301210025929126,1.8920224719101124,1,13662,1.465212048016396,1.324747474747475,1.465195432586737,1.6023056653491436,1
29,Missouri,North Central,West North Central,18570,184584,0,157523.291,153972.90000000002,157487.5,161150.1,27060.709,23433.9,27096.5,30611.1,1,0.17217469203003852,0.1454166027659884,0.17205492595097857,0.19880836173573876,1.4572271943995692,1.2619224555735058,1.459154550350027,1.648416801292407,0.999,20708,1.3067755939733436,1.131635116863048,1.308503959822291,1.4782258064516127,0.988
30,Montana,West,Mountain,3098,30662,0,26926.82,26242.8,26927.5,27603.3,3735.18,3058.7,3734.5,4419.2,1,0.13913793213365583,0.110809216021023,0.13868721606431297,0.16839666560081618,1.2056746287927695,0.9873143963847644,1.2054551323434477,1.426468689477082,0.884,3576,1.044513422818792,0.855341163310962,1.0443232662192394,1.23579418344519,0.628
31,Nebraska,North Central,West North Central,4294,47874,0,43324.902,42297,43309.5,44335.3,4549.098,3538.7,4564.5,5577,1,0.105398614675385,0.07981676836207599,0.1053925826302998,0.13185332293070431,1.0594080111783883,0.8241034000931533,1.062994876571961,1.298789007918025,0.615,5120,0.888495703125,0.69115234375,0.8915039062500001,1.0892578125,0.245
32,Nevada,West,Mountain,10299,79960,0,65865.579,64301.4,65832.5,67416.3,14094.421,12543.7,14127.5,15658.6,1,0.21440695710300292,0.18606331130972664,0.2145976532049133,0.2435188046086514,1.3685232546849209,1.2179531993397417,1.3717351199145549,1.5204000388387222,1,11205,1.2578688978134762,1.1194734493529672,1.2608210620258813,1.3974654172244534,0.993
33,New Hampshire,Northeast,New England,2371,35371,0,32557.791,31765.1,32553,33334,2813.209,2037,2818,3605.900000000001,1,0.08679749742373805,0.06110877782444351,0.08656652331208747,0.11351767366093836,1.1865073808519613,0.8591311682834247,1.1885280472374524,1.5208350906790384,0.765,2813,1.0000742979025952,0.7241379310344828,1.0017774617845716,1.2818698897973697,0.504
34,New Jersey,Northeast,Middle Atlantic,29092,221253,0,193920.154,189492.7,193860.5,198529.8,27332.846,22723.2,27392.5,31760.3,1,0.141326205596378,0.11445737984637842,0.14130005873705653,0.1676069848269901,0.9395313488244192,0.7810807094733948,0.9415818781795684,1.0917193730235115,0.314,32826,0.8326584414793152,0.6922317675013708,0.8344757204654847,0.9675348808871018,0.055
35,New Mexico,West,Mountain,7714,61397,0,47924.764,46739.8,47944.5,49100.2,13472.236,12296.8,13452.5,14657.2,1,0.2815812779291704,0.2504429719057739,0.2805848441447278,0.3135914148138826,1.7464656468758102,1.594088669950739,1.7439071817474725,1.900077780658543,1,8543,1.576991220882594,1.4394006789184128,1.574681025400913,1.7156970619220413,1
36,New York,Northeast,Middle Atlantic,66358,472390,0,394188.563,385279.1,394102.5,403479.8,78201.437,68910.2,78287.5,87110.9,1,0.19877987023263172,0.17078971705256862,0.19864756081304008,0.22609817205471985,1.17847790771271,1.038461074776214,1.1797748575906448,1.3127414931131138,0.957,74656,1.0474903155807973,0.9230363266180882,1.048643109729961,1.1668305293613372,0.688
37,North Carolina,South,South Atlantic,26767,284176,0,242350.128,236805.4,242380.5,247994.8,41825.872,36181.2,41795.5,47370.6,1,0.17297775671414975,0.14589499588702265,0.17243755230443303,0.20004020185527624,1.5625909515448126,1.3517091941569843,1.561456270781186,1.769738857548474,1,30444,1.3738625673367495,1.1884509262908949,1.3728649323347786,1.5559913283405598,0.994
38,North Dakota,North Central,West North Central,2093,18726,0,16298.843,15892,16293,16713.100000000002,2427.157,2012.9,2433,2834,1,0.14938887471962023,0.12043845881573552,0.14932793657038054,0.1783287188522527,1.1596545628284758,0.961729574773053,1.162446249402771,1.3540372670807452,0.849,2432,0.9980086348684212,0.827672697368421,1.0004111842105263,1.165296052631579,0.5
39,Ohio,North Central,East North Central,39773,362106,0,311704.037,304699,311868,318922,50401.963,43184,50238,57407,1,0.16208282738814095,0.13540615037015144,0.16108738546343254,0.18840560868823517,1.2672406657782918,1.0857616976340734,1.2631181957609434,1.4433661026324391,0.972,45465,1.1085882107115363,0.9498295392059826,1.10498185417354,1.262663587374904,0.808
40,Oklahoma,South,West South Central,15085,123863,0,103217.5,100860.6,103217,105736.6,20645.5,18126.4,20646,23002.4,1,0.200429233525549,0.17142976070626,0.2000251896489919,0.2280613045880527,1.3686112031819688,1.2016175008286376,1.3686443486907525,1.5248525024859134,0.998,17920,1.1520926339285715,1.0115178571428571,1.1521205357142856,1.2836160714285716,0.929
41,Oregon,West,Pacific,6693,108187,0,95596.408,93365.9,95561.5,97852.2,12590.592,10334.8,12625.5,14821.1,1,0.1320820310857428,0.10561642971816183,0.13211910682289205,0.15874212184204456,1.8811582250112056,1.5441207231435827,1.8863738233975795,2.2144180487076053,1,8099,1.5545859982713914,1.2760587726879862,1.5588961600197555,1.8299913569576496,0.992
42,Pennsylvania,Northeast,Middle Atlantic,42027,385424,0,342996.285,335077.30000000005,343056.5,350998.1,42427.715,34425.9,42367.5,50346.7,1,0.12406978720036918,0.09808002797801343,0.12350006497506502,0.1502539862149388,1.0095347038808384,0.8191376971946606,1.0081019344706974,1.1979608347015014,0.522,47999,0.8839291443571741,0.7172211921081689,0.8826746390549802,1.0489114356549094,0.182
44,Rhode Island,Northeast,New England,3024,28455,0,26201.294,25535.800000000003,26186.5,26881.300000000003,2253.706,1573.7,2268.5,2919.2,1,0.08644586715542119,0.05854255679203221,0.08662860673911897,0.1143179385690081,0.7452731481481482,0.5204034391534391,0.750165343915344,0.9653439153439154,0.071,3676,0.6130865070729054,0.42810119695321,0.6171109902067464,0.7941240478781284,0.005
45,South Carolina,South,South Atlantic,17397,158050,0,130233.525,127293.4,130232,133252.5,27816.475,24797.5,27818,30756.6,1,0.21399604682161097,0.18609407088220545,0.21360341544320904,0.241619754296799,1.5989236649997125,1.4253894349600509,1.5990113237914585,1.76792550439731,1,19517,1.4252433775682738,1.2705589998462878,1.4253215145770357,1.5758876876569143,1
46,South Dakota,North Central,West North Central,2607,23592,0,20657.281,20136.300000000003,20660.5,21204.6,2934.719,2387.4,2931.5,3455.7,1,0.1425305880336616,0.1125887859220072,0.14188911274254243,0.17161545351747387,1.1257073264288455,0.915765247410817,1.1244725738396624,1.3255466052934408,0.794,2958,0.992129479377958,0.8070993914807302,0.9910412440838404,1.1682555780933064,0.471
47,Tennessee,South,East South Central,23381,219653,0,183125.515,178849.1,183101,187346.3,36527.485,32306.699999999997,36552,40803.9,1,0.19988261625296855,0.17244376116996268,0.1996275280121448,0.2281470806957488,1.5622721440485865,1.3817501390017537,1.5633206449681367,1.745173431418673,1,26098,1.3996277492528164,1.2378994558970036,1.4005670932638514,1.5634876235726876,0.998
48,Texas,South,West South Central,88259,645247,0,523104.915,511167.5,522992,534897.5,122142.085,110349.5,122255,134079.5,1,0.2339006889821428,0.20630027840993975,0.2337607470170004,0.26230051794285886,1.3839051541485854,1.250291754948504,1.3851845137606362,1.5191595191425238,1,96618,1.2641752571984517,1.1421215508497382,1.2653439317725477,1.3877279595934504,0.995
49,Utah,West,Mountain,4411,55424,0,49554.212,48362,49562,50744.1,5869.788,4679.9000000000005,5862,7062,1,0.11885054209376612,0.0922255047258254,0.1182761150130004,0.14602373764525867,1.3307159374291544,1.0609612332804352,1.3289503513942416,1.600997506234414,0.941,5093,1.1525207147064598,0.918888670724524,1.1509915570390734,1.386609071274298,0.793
50,Vermont,Northeast,New England,569,16894,0,15526.122,15130.6,15532.5,15934.4,1367.878,959.6,1361.5,1763.4,1,0.08856474008316578,0.06022191584205036,0.08765491823635055,0.1165452861278223,2.4040035149384886,1.6864674868189808,2.3927943760984185,3.0991212653778564,0.994,770,1.776464935064935,1.246233766233766,1.768181818181818,2.29012987012987,0.969
51,Virginia,South,South Atlantic,18857,209378,0,176155.05,172093.09999999998,176202,180353.8,33222.95,29024.199999999997,33176,37284.9,1,0.1889993748226844,0.16092924039901318,0.18828390158440592,0.216655403682894,1.7618364533064643,1.5391737816195576,1.7593466617171345,1.9772445245797317,1,21251,1.5633593713237024,1.365780433861936,1.5611500635264224,1.7545009646604866,1
53,Washington,West,Pacific,11132,167506,0,150127.546,146639.6,150153.5,153519,17378.454,13987,17352.5,20866.4,1,0.11613247605519192,0.09110924422359826,0.11556507185457796,0.14229716946321183,1.5611259432267337,1.2564678404599354,1.558794466403162,1.8744520301832557,0.987,13227,1.3138621002494897,1.0574582293792998,1.3118999017161863,1.5775610493687156,0.94
54,West Virginia,South,South Atlantic,6660,69834,0,57449.593,56087.9,57446.5,58820.1,12384.407,11013.9,12387.5,13746.1,1,0.2159977480927431,0.18724721654360615,0.21563541739340591,0.2450813812247903,1.8595205705705704,1.6537387387387388,1.859984984984985,2.0639789789789793,1,7711,1.606070159512385,1.4283361431720918,1.6064712748022307,1.7826611334457267,1
55,Wisconsin,North Central,East North Central,13011,154154,0,136077.225,132952.80000000002,136006,139313.5,18076.775,14840.5,18148,21201.2,1,0.13322193560518025,0.10652592905835093,0.13343528986467407,0.1594641114217274,1.3893455537622013,1.140611790023826,1.3948197678887095,1.6294827453693026,0.981,15510,1.1654916183107673,0.9568343004513218,1.1700838168923275,1.3669374597034172,0.847
56,Wyoming,West,Mountain,1728,15615,0,12442.709,12101.9,12442.5,12777.1,3172.291,2837.9,3172.5,3513.1000000000004,1,0.2555163440616887,0.22210830380976992,0.2549728934650625,0.2902932605290368,1.835816550925926,1.642303240740741,1.8359375,2.0330439814814816,1,1974,1.6070369807497469,1.4376393110435666,1.6071428571428572,1.7796859169199597,1
00,United States,United States,United States,924859,8531662,1,7243584.397,7077834,7242646.5,7409390.7,1288077.603,1122271.3,1289015.5,1453828,1,0.17820724410355587,0.1514660713332651,0.1779757593605412,0.2054057792181192,1.3927286245795305,1.2134512395943595,1.393742721863549,1.5719455614315263,0.997,1046374,1.2309915986062343,1.072533625644368,1.2318879291725522,1.3893961432527948,0.97
