FIPSCode,deathsTotal,deathsTotalMonthly,deathsDiffAbs,deathsDiffPct
01001,2652,2652,0,0
01003,10895,10895,0,0
01005,1517,1517,0,0
01007,1288,1288,0,0
01009,3429,3429,0,0
01011,608,408,46,0.696969696969697
01013,1309,1301,8,0.03389830508474567
01015,7415,7415,0,0
01017,2193,2193,0,0
01019,1783,1783,0,0
01021,2528,2528,0,0
01023,914,898,9,0.0494505494505495
01025,1541,1541,0,0
01027,906,903,3,0.01863354037267073
01029,974,941,17,0.10897435897435903
01031,2696,2696,0,0
01033,3688,3688,0,0
01035,900,883,9,0.0625
01037,731,645,31,0.30097087378640786
01039,2730,2730,0,0
01041,924,872,26,0.17105263157894735
01043,5255,5255,0,0
01045,2685,2685,0,0
01047,2663,2663,0,0
01049,4123,4123,0,0
01051,3990,3990,0,0
01053,2437,2437,0,0
01055,7086,7086,0,0
01057,1165,1156,9,0.04326923076923084
01059,1874,1874,0,0
01061,1842,1842,0,0
01063,546,281,68,1.8888888888888888
01065,958,923,18,0.11764705882352944
01067,1122,1122,0,0
01069,5678,5678,0,0
01071,3605,3605,0,0
01073,36321,36321,0,0
01075,973,942,13,0.09219858156028371
01077,5649,5649,0,0
01079,2071,2071,0,0
01081,5468,5468,0,0
01083,4097,4097,0,0
01085,697,577,38,0.37254901960784315
01087,1239,1239,0,0
01089,16203,16203,0,0
01091,1377,1377,0,0
01093,2114,2114,0,0
01095,5755,5755,0,0
01097,22064,22064,0,0
01099,1344,1344,0,0
01101,10701,10701,0,0
01103,6861,6861,0,0
01105,634,463,48,0.6153846153846154
01107,1248,1237,6,0.026431718061673992
01109,1596,1596,0,0
01111,1547,1547,0,0
01113,3203,3203,0,0
01115,4764,4764,0,0
01117,7497,7497,0,0
01119,800,724,31,0.26956521739130435
01121,5094,5094,0,0
01123,2741,2741,0,0
01125,8847,8847,0,0
01127,5174,5174,0,0
01129,1019,1002,9,0.051724137931034475
01131,736,628,30,0.26086956521739135
01133,1589,1589,0,0
02010,NA,0,NA,NA
02020,8662,8662,0,0
02050,608,450,49,0.765625
02060,NA,0,NA,NA
02070,NA,0,NA,NA
02090,2408,2408,0,0
02100,67,0,17,Inf
02110,959,927,9,0.05232558139534893
02122,2293,2293,0,0
02140,279,0,64,Inf
02150,310,31,65,Inf
02158,307,32,60,Inf
02170,3056,3056,0,0
02180,371,96,74,Inf
02185,274,0,65,Inf
02195,1190,1092,68,5.230769230769231
02220,308,0,70,Inf
02232,NA,0,NA,NA
02240,NA,60,NA,NA
02261,301,0,68,Inf
04001,3555,3555,0,0
04003,6771,6771,0,0
04005,4276,4276,0,0
04007,3951,3951,0,0
04009,1460,1460,0,0
04011,318,20,67,Inf
04013,156323,156323,0,0
04015,16444,16444,0,0
04017,5356,5356,0,0
04019,48184,48184,0,0
04021,15637,15637,0,0
04023,1509,1509,0,0
04025,15224,15224,0,0
04027,9212,18408,-251,-0.1492271105826397
05001,1240,1240,0,0
05003,1320,1320,0,0
05005,3460,3460,0,0
05007,9337,9337,0,0
05009,2295,2295,0,0
05011,745,660,29,0.25217391304347836
05013,381,76,70,Inf
05015,1651,1651,0,0
05017,776,714,23,0.18399999999999994
05019,1226,1219,7,0.02892561983471076
05021,1218,1218,0,0
05023,1915,1915,0,0
05025,548,304,56,1.12
05027,1472,1472,0,0
05029,1396,1396,0,0
05031,4737,4737,0,0
05033,3221,3221,0,0
05035,2579,2579,0,0
05037,1181,1181,0,0
05039,555,296,69,1.725
05041,817,767,24,0.2016806722689075
05043,1058,1058,0,0
05045,4968,4968,0,0
05047,1163,1163,0,0
05049,930,887,20,0.15267175572519087
05051,7116,7116,0,0
05053,1015,982,16,0.09302325581395343
05055,2523,2523,0,0
05057,1221,1221,0,0
05059,2163,2163,0,0
05061,886,835,17,0.09929078014184389
05063,2088,2088,0,0
05065,1017,1000,9,0.04761904761904767
05067,1152,1152,0,0
05069,4237,4237,0,0
05071,1386,1386,0,0
05073,490,222,65,2.5454545454545454
05075,1218,1218,0,0
05077,591,345,56,1.0980392156862746
05079,723,629,33,0.3173076923076923
05081,866,824,17,0.12056737588652489
05083,1461,1461,0,0
05085,3479,3479,0,0
05087,968,952,9,0.054878048780487854
05089,1312,1312,0,0
05091,2542,2542,0,0
05093,2612,2612,0,0
05095,615,412,61,1.2708333333333335
05097,703,577,37,0.4204545454545454
05099,595,381,49,0.8305084745762712
05101,491,190,70,3.05
05103,1742,1742,0,0
05105,642,482,41,0.4555555555555555
05107,1282,1282,0,0
05109,693,578,33,0.4125000000000001
05111,1741,1741,0,0
05113,1397,1397,0,0
05115,3048,3048,0,0
05117,549,329,57,1.1400000000000001
05119,18834,18834,0,0
05121,1259,1259,0,0
05123,1366,1366,0,0
05125,5827,5827,0,0
05127,676,543,40,0.4878048780487805
05129,601,431,52,0.8
05131,6545,6545,0,0
05133,795,751,20,0.15873015873015883
05135,1444,1444,0,0
05137,855,808,17,0.12056737588652489
05139,2633,2633,0,0
05141,1230,1221,9,0.03585657370517925
05143,8201,8201,0,0
05145,4301,4301,0,0
05147,526,257,73,2.8076923076923075
05149,1339,1339,0,0
06001,49873,49873,0,0
06003,102,0,32,Inf
06005,2213,2213,0,0
06007,11993,11993,0,0
06009,2547,2547,0,0
06011,819,764,16,0.11111111111111116
06013,39317,39317,0,0
06015,1522,1522,0,0
06017,7883,7883,0,0
06019,34532,34532,0,0
06021,1320,1320,0,0
06023,6751,6751,0,0
06025,5551,5551,0,0
06027,1070,1070,0,0
06029,30523,30523,0,0
06031,4286,4286,0,0
06033,4391,4391,0,0
06035,1249,1249,0,0
06037,318200,318200,0,0
06039,5536,5536,0,0
06041,9774,9774,0,0
06043,1019,997,8,0.04395604395604402
06045,4284,4284,0,0
06047,8888,8888,0,0
06049,572,304,65,1.5476190476190474
06051,280,10,65,Inf
06053,13044,13044,0,0
06055,6201,6201,0,0
06057,5231,5231,0,0
06059,100004,100004,0,0
06061,16218,16218,0,0
06063,1117,1090,18,0.09729729729729719
06065,84090,84090,0,0
06067,58386,58386,0,0
06069,1754,1754,0,0
06071,71545,71545,0,0
06073,107992,107992,0,0
06075,29048,29048,0,0
06077,27857,27857,0,0
06079,12169,12169,0,0
06081,23786,23786,0,0
06083,15969,15969,0,0
06085,50881,50881,0,0
06087,8796,8796,0,0
06089,11294,11294,0,0
06091,176,0,39,Inf
06093,2925,2925,0,0
06095,16887,16887,0,0
06097,20668,20668,0,0
06099,21646,21646,0,0
06101,4214,4214,0,0
06103,3505,3505,0,0
06105,811,756,22,0.18181818181818188
06107,15512,15512,0,0
06109,3381,3381,0,0
06111,28800,28800,0,0
06113,6635,6635,0,0
06115,3247,3247,0,0
08003,716,608,35,0.3500000000000001
08005,19438,19438,0,0
08007,509,211,75,2.8181818181818183
08009,271,25,58,Inf
08011,334,55,65,Inf
08015,921,903,9,0.053254437869822535
08017,97,0,26,Inf
08019,313,21,61,Inf
08021,438,165,70,5
08023,205,0,45,Inf
08025,233,0,51,Inf
08027,221,0,47,Inf
08029,1978,1978,0,0
08031,22882,22882,0,0
08033,102,0,23,Inf
08035,7004,7004,0,0
08037,673,511,59,1.1346153846153846
08039,728,637,38,0.4318181818181819
08041,23841,23841,0,0
08043,2805,2805,0,0
08045,1761,1761,0,0
08047,156,0,43,Inf
08049,368,103,59,Inf
08051,377,68,70,6.5
08053,NA,0,NA,NA
08055,546,302,61,1.4878048780487805
08057,66,0,17,Inf
08059,57296,286480,-6745,-0.6056521739130435
08061,105,0,27,Inf
08063,357,68,67,Inf
08065,194,0,46,Inf
08067,1722,1722,0,0
08069,11628,11628,0,0
08071,885,830,23,0.15436241610738266
08073,289,10,60,Inf
08075,1097,1088,9,0.048387096774193505
08077,7637,7637,0,0
08079,NA,0,NA,NA
08081,507,251,66,3
08083,1359,1351,8,0.031746031746031855
08085,2202,2202,0,0
08087,1368,1368,0,0
08089,1212,1203,9,0.04285714285714293
08091,137,0,41,Inf
08093,499,207,66,3.1428571428571432
08095,264,12,62,Inf
08097,292,31,57,Inf
08099,658,488,49,0.644736842105263
08101,9029,9029,0,0
08103,267,20,60,Inf
08105,660,491,48,0.6153846153846154
08107,593,363,64,1.391304347826087
08109,246,12,52,Inf
08111,NA,0,NA,NA
08113,111,0,32,Inf
08115,184,10,41,Inf
08117,355,23,73,Inf
08119,852,816,18,0.11042944785276076
08121,270,10,60,Inf
08125,502,218,67,2.09375
09001,34359,34359,0,0
09003,40810,40810,0,0
09005,9238,9238,0,0
09007,7901,7901,0,0
09009,39647,39647,0,0
09011,12523,12523,0,0
09013,5435,5435,0,0
09015,5452,5452,0,0
10001,8243,8243,0,0
10003,23988,23988,0,0
10005,13138,13138,0,0
11001,24808,24808,0,0
12001,9827,9827,0,0
12003,1305,1305,0,0
12005,9731,9731,0,0
12007,1604,1604,0,0
12009,37107,37107,0,0
12011,75758,75758,0,0
12013,903,894,9,0.05696202531645578
12015,13370,13370,0,0
12017,13036,13036,0,0
12019,9077,9077,0,0
12021,17078,17078,0,0
12023,4044,4044,0,0
12027,1802,1802,0,0
12029,1135,1135,0,0
12031,41912,41912,0,0
12033,17260,17260,0,0
12035,6780,6780,0,0
12037,671,509,62,1.1698113207547172
12039,2373,2373,0,0
12041,1006,992,8,0.042328042328042326
12043,637,456,52,0.8253968253968254
12045,932,873,18,0.1071428571428572
12047,764,667,40,0.4444444444444444
12049,1112,1096,9,0.047120418848167533
12051,1562,1562,0,0
12053,13839,13839,0,0
12055,7959,7959,0,0
12057,53534,53534,0,0
12059,1386,1386,0,0
12061,10349,10349,0,0
12063,3183,3183,0,0
12065,848,783,24,0.18181818181818188
12067,406,68,83,6.5
12069,21402,21402,0,0
12071,36191,36191,0,0
12073,9555,9555,0,0
12075,2778,2778,0,0
12077,354,86,59,Inf
12079,1158,1144,9,0.04054054054054057
12081,20483,20483,0,0
12083,25664,25664,0,0
12085,9786,9786,0,0
12086,100674,100674,0,0
12087,3654,3654,0,0
12089,4488,4488,0,0
12091,9242,9242,0,0
12093,2338,2338,0,0
12095,40888,40888,0,0
12097,11653,11653,0,0
12099,73674,73674,0,0
12101,31136,31136,0,0
12103,59960,59960,0,0
12105,34883,34883,0,0
12107,5032,5032,0,0
12109,10017,10017,0,0
12111,16422,16422,0,0
12113,7692,7692,0,0
12115,28700,28700,0,0
12117,17513,17513,0,0
12119,9574,9574,0,0
12121,2882,2882,0,0
12123,1325,1325,0,0
12125,1230,1230,0,0
12127,36084,36084,0,0
12129,1426,1426,0,0
12131,3295,3295,0,0
12133,1671,1671,0,0
13001,1058,1058,0,0
13003,425,97,75,Inf
13005,678,545,31,0.30097087378640786
13007,170,0,44,Inf
13009,2329,2329,0,0
13011,902,867,17,0.12977099236641232
13013,3121,3121,0,0
13015,4580,4580,0,0
13017,1151,1151,0,0
13019,1139,1139,0,0
13021,8658,8658,0,0
13023,712,605,28,0.26923076923076916
13025,1009,1000,9,0.044334975369458185
13027,1016,998,9,0.048387096774193505
13029,1398,1398,0,0
13031,2697,2697,0,0
13033,1207,1207,0,0
13035,1361,1361,0,0
13037,323,25,71,Inf
13039,1848,1848,0,0
13043,710,588,43,0.5657894736842106
13045,5531,5531,0,0
13047,3329,3329,0,0
13049,571,396,43,0.9767441860465116
13051,12324,12324,0,0
13053,192,0,41,Inf
13055,1647,1647,0,0
13057,7874,7874,0,0
13059,3831,3831,0,0
13061,218,0,57,Inf
13063,8591,8591,0,0
13065,424,97,93,Inf
13067,22050,22050,0,0
13069,2124,2124,0,0
13071,2458,2458,0,0
13073,4732,4732,0,0
13075,969,954,8,0.05369127516778516
13077,5278,5278,0,0
13079,649,480,51,1.1590909090909092
13081,1294,1294,0,0
13083,955,939,16,0.09756097560975618
13085,1202,1202,0,0
13087,1610,1610,0,0
13089,22795,22795,0,0
13091,1159,1159,0,0
13093,625,405,53,0.8983050847457628
13095,4821,4821,0,0
13097,4935,4935,0,0
13099,694,560,40,0.4761904761904763
13101,125,0,30,Inf
13103,2296,2296,0,0
13105,1302,1302,0,0
13107,1483,1483,0,0
13109,591,416,53,1.0392156862745097
13111,1720,1720,0,0
13113,4422,4422,0,0
13115,5610,5610,0,0
13117,5804,5804,0,0
13119,1520,1520,0,0
13121,33400,33400,0,0
13123,1751,1751,0,0
13125,199,0,50,Inf
13127,4432,4432,0,0
13129,2797,2797,0,0
13131,1308,1308,0,0
13133,1021,996,9,0.05084745762711873
13135,21567,21567,0,0
13137,2356,2356,0,0
13139,7671,7671,0,0
13141,554,309,60,1.4634146341463414
13143,1828,1828,0,0
13145,1427,1427,0,0
13147,1510,1510,0,0
13149,673,527,48,0.6619718309859155
13151,7820,7820,0,0
13153,6013,6013,0,0
13155,574,358,50,0.7540983606557377
13157,3067,3067,0,0
13159,711,574,50,0.6024096385542168
13161,845,799,17,0.10303030303030303
13163,1121,1112,9,0.045226130653266416
13165,518,237,70,2.1875
13167,536,288,69,3.2857142857142856
13169,1274,1274,0,0
13171,1057,1039,9,0.048387096774193505
13173,474,193,60,2.727272727272727
13175,2835,2835,0,0
13177,1134,1125,9,0.041284403669724856
13179,1882,1882,0,0
13181,471,181,81,5.785714285714286
13183,496,238,74,3.3636363636363633
13185,4564,4564,0,0
13187,1461,1461,0,0
13189,1248,1235,8,0.03418803418803429
13191,689,555,38,0.4269662921348314
13193,799,726,26,0.20155038759689914
13195,1473,1473,0,0
13197,428,100,76,Inf
13199,1397,1397,0,0
13201,461,176,65,2.7083333333333335
13205,1325,1325,0,0
13207,1422,1422,0,0
13209,466,161,69,6.9
13211,948,922,17,0.10119047619047628
13213,1899,1899,0,0
13215,9993,9993,0,0
13217,4403,4403,0,0
13219,1310,1310,0,0
13221,760,674,32,0.2857142857142858
13223,4657,4657,0,0
13225,1568,1568,0,0
13227,1693,1693,0,0
13229,1077,1070,7,0.03167420814479649
13231,949,915,17,0.10624999999999996
13233,2487,2487,0,0
13235,598,412,55,1.1
13237,1227,1227,0,0
13239,171,0,52,Inf
13241,1082,1082,0,0
13243,460,197,62,2.48
13245,10306,10306,0,0
13247,3653,3653,0,0
13249,194,0,44,Inf
13251,836,765,24,0.18181818181818188
13253,662,505,55,0.8333333333333333
13255,3806,3806,0,0
13257,1870,1870,0,0
13259,326,13,69,Inf
13261,1858,1858,0,0
13263,434,121,81,6.75
13265,130,0,33,Inf
13267,1265,1265,0,0
13269,506,229,79,7.181818181818182
13271,756,649,33,0.29729729729729737
13273,573,377,66,1.375
13275,2685,2685,0,0
13277,2186,2186,0,0
13279,1596,1596,0,0
13281,922,891,15,0.10000000000000009
13283,389,106,68,Inf
13285,3575,3575,0,0
13287,619,426,57,0.838235294117647
13289,579,345,70,3.333333333333333
13291,1591,1591,0,0
13293,1904,1904,0,0
13295,4274,4274,0,0
13297,4358,4358,0,0
13299,2357,2357,0,0
13301,403,88,75,Inf
13303,1171,1162,9,0.041860465116279055
13305,1772,1772,0,0
13307,132,0,32,Inf
13309,323,43,70,Inf
13311,1488,1488,0,0
13313,4343,4343,0,0
13315,501,226,70,6.363636363636363
13317,726,611,49,0.5833333333333333
13319,619,414,62,1.0892857142857144
13321,1212,1212,0,0
15001,8816,8816,0,0
15003,38767,38767,0,0
15005,NA,0,NA,NA
15007,2912,2912,0,0
15009,5835,5835,0,0
16001,15545,15545,0,0
16003,210,0,52,Inf
16005,3660,3660,0,0
16007,295,20,65,Inf
16009,648,467,60,1.25
16011,1954,1954,0,0
16013,572,335,76,3.04
16015,279,20,57,Inf
16017,2274,2274,0,0
16019,4502,4502,0,0
16021,565,357,46,0.8363636363636364
16023,150,0,38,Inf
16025,NA,0,NA,NA
16027,7814,7814,0,0
16029,337,42,63,Inf
16031,1031,1022,9,0.051136363636363535
16033,NA,0,NA,NA
16035,542,301,54,1.3170731707317072
16037,238,0,55,Inf
16039,1023,979,18,0.10526315789473695
16041,529,291,64,2.782608695652174
16043,545,288,61,1.3555555555555556
16045,1074,1074,0,0
16047,691,548,36,0.38297872340425543
16049,954,907,17,0.10624999999999996
16051,866,813,17,0.10967741935483866
16053,841,814,9,0.060810810810810745
16055,7367,7367,0,0
16057,1084,1075,9,0.047120418848167533
16059,534,286,59,1.870967741935484
16061,232,0,52,Inf
16063,198,10,55,Inf
16065,733,635,35,0.4487179487179487
16067,938,898,23,0.17692307692307696
16069,2567,2567,0,0
16071,216,10,45,Inf
16073,505,209,76,2.814814814814815
16075,1165,1147,9,0.047368421052631504
16077,314,11,70,Inf
16079,916,885,9,0.05696202531645578
16081,235,10,61,Inf
16083,3858,3858,0,0
16085,402,138,67,5.5
16087,609,381,65,1.625
17001,4076,4076,0,0
17003,491,212,75,6.818181818181818
17005,891,876,8,0.04678362573099415
17007,2112,2112,0,0
17009,287,31,58,Inf
17011,2035,2035,0,0
17013,263,10,52,Inf
17015,940,922,9,0.0535714285714286
17017,726,630,23,0.19999999999999996
17019,6688,6688,0,0
17021,2150,2150,0,0
17023,987,962,17,0.10119047619047628
17025,871,824,18,0.13043478260869557
17027,1794,1794,0,0
17029,2595,2595,0,0
17031,204479,204479,0,0
17033,1139,1131,8,0.03418803418803429
17035,583,354,64,1.3617021276595747
17037,3657,3657,0,0
17039,1012,998,7,0.03846153846153855
17041,988,979,9,0.0494505494505495
17043,31558,31558,0,0
17045,1194,1194,0,0
17047,376,89,70,6.363636363636363
17049,1838,1838,0,0
17051,1163,1163,0,0
17053,986,963,9,0.04972375690607733
17055,2619,2619,0,0
17057,2397,2397,0,0
17059,388,85,75,6.818181818181818
17061,829,794,14,0.10144927536231885
17063,2086,2086,0,0
17065,521,251,62,1.6111111111111112
17067,1018,994,17,0.11333333333333329
17069,330,57,62,Inf
17071,439,166,64,2.909090909090909
17073,2715,2715,0,0
17075,1954,1954,0,0
17077,2424,2424,0,0
17079,504,197,68,2.2666666666666666
17081,2251,2251,0,0
17083,1385,1385,0,0
17085,1216,1216,0,0
17087,665,495,60,1.1111111111111112
17089,16386,16386,0,0
17091,5807,5807,0,0
17093,2950,2950,0,0
17095,3437,3437,0,0
17097,23363,23363,0,0
17099,6674,6674,0,0
17101,1032,1024,8,0.043010752688172005
17103,1905,1905,0,0
17105,2240,2240,0,0
17107,1764,1764,0,0
17109,1614,1614,0,0
17111,10689,10689,0,0
17113,6052,6052,0,0
17115,6275,6275,0,0
17117,2833,2833,0,0
17119,14511,14511,0,0
17121,2668,2668,0,0
17123,830,775,17,0.12408759124087587
17125,949,940,9,0.04615384615384621
17127,1052,1034,9,0.049180327868852514
17129,624,434,56,0.8615384615384616
17131,975,940,26,0.16666666666666674
17133,1510,1510,0,0
17135,1822,1822,0,0
17137,2053,2053,0,0
17139,967,945,14,0.08860759493670889
17141,2615,2615,0,0
17143,9266,9266,0,0
17145,1200,1200,0,0
17147,821,739,32,0.3076923076923077
17149,1036,1010,9,0.04499999999999993
17151,260,0,62,Inf
17153,420,132,69,6.2
17155,293,23,61,Inf
17157,1883,1883,0,0
17159,1049,1041,8,0.04040404040404044
17161,8048,8048,0,0
17163,13009,13009,0,0
17165,1870,1870,0,0
17167,9988,9988,0,0
17169,477,177,67,5.818181818181818
17171,305,35,65,Inf
17173,1228,1228,0,0
17175,387,66,80,6.666666666666667
17177,2801,2801,0,0
17179,7140,7140,0,0
17181,1144,1136,8,0.039024390243902474
17183,4954,4954,0,0
17185,662,500,40,0.4431818181818181
17187,944,917,18,0.1132075471698113
17189,763,680,24,0.1964285714285714
17191,1019,1002,9,0.04615384615384621
17193,1138,1130,8,0.040000000000000036
17195,3394,3394,0,0
17197,23243,23243,0,0
17199,3799,3799,0,0
17201,15015,15015,0,0
17203,1958,1958,0,0
18001,1582,1582,0,0
18003,16820,16820,0,0
18005,3787,3787,0,0
18007,431,105,74,6.7
18009,796,714,39,0.3979591836734695
18011,2685,2685,0,0
18013,809,746,26,0.19548872180451138
18015,947,924,15,0.09933774834437092
18017,2122,2122,0,0
18019,6350,6350,0,0
18021,1556,1556,0,0
18023,1877,1877,0,0
18025,623,469,45,0.6164383561643836
18027,1695,1695,0,0
18029,2518,2518,0,0
18031,1449,1449,0,0
18033,2143,2143,0,0
18035,6604,6604,0,0
18037,2086,2086,0,0
18039,8700,8700,0,0
18041,1656,1656,0,0
18043,4073,4073,0,0
18045,1089,1073,9,0.050000000000000044
18047,1076,1061,8,0.040000000000000036
18049,1224,1215,9,0.03750000000000009
18051,1850,1850,0,0
18053,4283,4283,0,0
18055,1974,1974,0,0
18057,8807,8807,0,0
18059,3362,3362,0,0
18061,2066,2066,0,0
18063,6036,6036,0,0
18065,3031,3031,0,0
18067,5373,5373,0,0
18069,2093,2093,0,0
18071,2449,2449,0,0
18073,1646,1646,0,0
18075,1181,1181,0,0
18077,1906,1906,0,0
18079,1555,1555,0,0
18081,6801,6801,0,0
18083,2247,2247,0,0
18085,3637,3637,0,0
18087,1402,1402,0,0
18089,25191,25191,0,0
18091,6197,6197,0,0
18093,2781,2781,0,0
18095,7658,7658,0,0
18097,41309,41309,0,0
18099,2318,2318,0,0
18101,549,299,67,3.1904761904761907
18103,1957,1957,0,0
18105,4918,4918,0,0
18107,2077,2077,0,0
18109,3570,3570,0,0
18111,816,746,19,0.1484375
18113,2304,2304,0,0
18115,336,42,67,Inf
18117,1192,1192,0,0
18119,1204,1204,0,0
18121,785,682,30,0.2727272727272727
18123,1091,1075,9,0.048648648648648596
18125,791,742,17,0.11409395973154357
18127,7644,7644,0,0
18129,1257,1257,0,0
18131,803,725,31,0.27192982456140347
18133,1841,1841,0,0
18135,1556,1556,0,0
18137,1539,1539,0,0
18139,1006,1006,0,0
18141,13712,13712,0,0
18143,1628,1628,0,0
18145,2358,2358,0,0
18147,1042,1042,0,0
18149,1368,1368,0,0
18151,1643,1643,0,0
18153,1176,1168,8,0.03864734299516903
18155,542,329,56,1.6470588235294117
18157,6197,6197,0,0
18159,885,812,24,0.1796875
18161,380,53,72,Inf
18163,10079,10079,0,0
18165,1049,1031,9,0.048128342245989275
18167,5877,5877,0,0
18169,2276,2276,0,0
18171,419,109,75,Inf
18173,3009,3009,0,0
18175,1604,1604,0,0
18177,4520,4520,0,0
18179,1534,1534,0,0
18181,1493,1493,0,0
18183,1599,1599,0,0
19001,517,255,66,3.25
19003,222,0,53,Inf
19005,892,851,24,0.1875
19007,867,828,22,0.16417910447761197
19009,435,130,71,6.454545454545454
19011,1234,1234,0,0
19013,6204,6204,0,0
19015,1493,1493,0,0
19017,1166,1166,0,0
19019,1040,1031,9,0.046391752577319645
19021,893,839,33,0.26190476190476186
19023,965,949,8,0.047337278106508895
19025,692,564,40,0.4819277108433735
19027,1199,1199,0,0
19029,1007,989,9,0.0494505494505495
19031,905,879,9,0.05769230769230771
19033,2636,2636,0,0
19035,818,724,33,0.29729729729729737
19037,683,558,37,0.37755102040816335
19039,561,345,62,1.4761904761904763
19041,948,912,18,0.11842105263157898
19043,1003,994,9,0.048913043478260976
19045,2849,2849,0,0
19047,873,815,26,0.18309859154929575
19049,2444,2444,0,0
19051,461,201,62,2.6363636363636362
19053,435,107,78,Inf
19055,872,854,9,0.05590062111801242
19057,2340,2340,0,0
19059,1025,1020,5,0.022935779816513735
19061,4585,4585,0,0
19063,631,464,47,0.6527777777777777
19065,1272,1272,0,0
19067,896,874,13,0.09774436090225569
19069,620,425,54,1
19071,482,186,70,6.9
19073,610,397,66,1.65
19075,731,603,59,0.921875
19077,621,425,83,5.928571428571429
19079,891,849,12,0.07692307692307687
19081,597,441,48,0.8727272727272728
19083,1102,1093,9,0.04499999999999993
19085,934,893,17,0.1020408163265305
19087,1083,1077,6,0.028708133971291794
19089,593,371,58,1.2391304347826089
19091,580,367,49,0.8
19093,518,276,63,2.8636363636363638
19095,961,946,8,0.046242774566473965
19097,1127,1119,8,0.04469273743016755
19099,1966,1966,0,0
19101,872,831,16,0.10389610389610393
19103,3699,3699,0,0
19105,1007,991,9,0.050000000000000044
19107,600,402,51,0.8500000000000001
19109,917,909,8,0.04651162790697683
19111,2199,2199,0,0
19113,9008,9008,0,0
19115,563,351,68,1.8888888888888888
19117,568,309,59,1.1346153846153846
19119,556,331,54,1.1739130434782608
19121,768,699,21,0.1707317073170731
19123,1206,1206,0,0
19125,1724,1724,0,0
19127,2417,2417,0,0
19129,674,509,46,0.647887323943662
19131,697,550,44,0.4631578947368422
19133,715,564,52,0.5714285714285714
19135,519,272,68,3.090909090909091
19137,755,703,13,0.10619469026548667
19139,2092,2092,0,0
19141,1006,997,9,0.047368421052631504
19143,364,40,73,Inf
19145,1015,993,15,0.07894736842105265
19147,656,543,32,0.38095238095238093
19149,1226,1226,0,0
19151,494,203,81,5.0625
19153,18042,18042,0,0
19155,4775,4775,0,0
19157,1092,1092,0,0
19159,413,88,72,6.363636363636363
19161,695,575,34,0.3035714285714286
19163,7719,7719,0,0
19165,763,662,32,0.27118644067796605
19167,1246,1246,0,0
19169,2751,2751,0,0
19171,1053,1053,0,0
19173,387,86,71,Inf
19175,733,670,30,0.27522935779816504
19177,482,202,75,6.818181818181818
19179,2091,2091,0,0
19181,2153,2153,0,0
19183,1247,1247,0,0
19185,439,157,62,2.7142857142857144
19187,2188,2188,0,0
19189,653,500,40,0.4444444444444444
19191,970,946,15,0.08571428571428563
19193,4926,4926,0,0
19195,427,142,67,5.7
19197,861,798,18,0.11612903225806459
20001,818,753,17,0.11594202898550732
20003,529,289,65,1.710526315789474
20005,896,861,18,0.12328767123287676
20007,308,10,71,Inf
20009,1490,1481,9,0.03169014084507049
20011,979,959,7,0.043749999999999956
20013,662,498,51,1.108695652173913
20015,3269,3269,0,0
20017,172,0,45,Inf
20019,271,0,60,Inf
20021,1381,1381,0,0
20023,187,0,42,Inf
20025,161,0,39,Inf
20027,504,217,71,3.55
20029,714,593,34,0.3366336633663367
20031,509,262,68,2.3448275862068964
20033,155,0,37,Inf
20035,2230,2230,0,0
20037,2183,2183,0,0
20039,242,0,53,Inf
20041,1196,1188,8,0.037209302325581506
20043,453,156,74,2.96
20045,3680,3680,0,0
20047,217,11,51,Inf
20049,216,0,52,Inf
20051,1235,1235,0,0
20053,430,109,75,Inf
20055,1139,1139,0,0
20057,1247,1247,0,0
20059,1378,1378,0,0
20061,1077,1070,7,0.03626943005181338
20063,169,0,41,Inf
20065,186,0,49,Inf
20067,294,0,65,Inf
20069,275,20,58,Inf
20071,125,0,29,Inf
20073,507,247,70,3.0434782608695654
20075,124,0,31,Inf
20077,469,181,80,6.153846153846154
20079,2064,2064,0,0
20081,152,0,34,Inf
20083,133,0,34,Inf
20085,712,613,39,0.4534883720930232
20087,935,902,16,0.10457516339869288
20089,190,0,52,Inf
20091,20094,20094,0,0
20093,166,0,37,Inf
20095,793,694,39,0.46666666666666656
20097,142,0,40,Inf
20099,1346,1346,0,0
20101,151,0,33,Inf
20103,3190,3190,0,0
20105,184,0,39,Inf
20107,564,307,65,1.4523809523809526
20109,169,0,42,Inf
20111,1452,1452,0,0
20113,1854,1854,0,0
20115,856,804,18,0.12949640287769792
20117,681,503,48,0.5384615384615385
20119,259,10,57,Inf
20121,1516,1516,0,0
20123,434,141,73,4.153846153846154
20125,2230,2230,0,0
20127,399,64,76,Inf
20129,194,0,53,Inf
20131,661,485,58,0.9666666666666666
20133,1018,1002,9,0.04972375690607733
20135,239,0,58,Inf
20137,342,62,70,Inf
20139,971,947,9,0.05263157894736836
20141,308,36,67,Inf
20143,372,82,73,Inf
20145,436,134,76,Inf
20147,374,65,71,7.1
20149,882,823,27,0.18120805369127524
20151,603,351,60,1.0169491525423728
20153,210,0,44,Inf
20155,3683,3683,0,0
20157,424,138,76,6.333333333333333
20159,616,441,47,0.6911764705882353
20161,1883,1883,0,0
20163,341,34,72,Inf
20165,306,33,67,Inf
20167,466,180,84,7.636363636363637
20169,2824,2824,0,0
20171,258,0,59,Inf
20173,22656,22656,0,0
