UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,10,2022,7,4072826,2081173,1991653,1465807,1397912,315927,308322,35115,34178,127984,120488,7334,7133,129006,123620,1584391,1511550,385720,375770,59864,57845,176391,166441,16395,15712,1548634,1477292,1021467,969354,282021,275397,16504,15673,120456,113260,4675,4518,103511,99090,1117077,1060890,338646,330162,32637,31012,160993,151676,11415,10886,532539,514361,444340,428558,33906,32925,18611,18505,7528,7228,2659,2615,25495,24530,467314,450660,47074,45608,27227,26833,15398,14765,4980,4826
R,10,2022,8,4082102,2088683,1993419,1473056,1399693,317092,308981,35515,34336,127748,120725,7137,6860,128135,122824,1590840,1512604,386126,376014,60261,58007,175948,166179,16256,15430,1558504,1484284,1030876,975401,282874,275899,16783,16160,120537,113884,4631,4463,102803,98477,1125849,1066372,338839,330337,32945,31580,160921,151872,11397,10838,530179,509135,442180,424292,34218,33082,18732,18176,7211,6841,2506,2397,25332,24347,464991,446232,47287,45677,27316,26427,15027,14307,4859,4592
R,10,2022,9,4046497,2068682,1977815,1458497,1390275,315419,307301,35520,33987,126161,119019,6993,6699,126092,120534,1574327,1500910,382968,372792,59987,57488,173856,163848,16121,15269,1544568,1472853,1020684,968396,281955,275093,16944,16242,119265,112269,4591,4322,101129,96531,1114042,1057435,336695,328213,32930,31584,159226,149694,11328,10591,524114,504962,437813,421879,33464,32208,18576,17745,6896,6750,2402,2377,24963,24003,460285,443475,46273,44579,27057,25904,14630,14154,4793,4678
R,10,2022,10,4058157,2075165,1982992,1467465,1398181,315708,306025,35895,34896,124677,118056,6885,6611,124535,119223,1581804,1507632,382390,370418,60453,58427,171545,162463,15899,15170,1546530,1473019,1024793,971267,282757,274273,17033,16439,117879,111468,4479,4270,99589,95302,1116670,1059187,336649,326350,33045,31783,157078,148539,11128,10562,528635,509973,442672,426914,32951,31752,18862,18457,6798,6588,2406,2341,24946,23921,465134,448445,45741,44068,27408,26644,14467,13924,4771,4608
R,10,2022,11,4111014,2108794,2002220,1499644,1419406,320327,309561,35391,34112,121251,114069,6781,6468,125400,118604,1614827,1528259,387656,373445,60354,57882,168043,158159,15849,15015,1565409,1482237,1041262,981364,287881,278174,17404,16415,114569,107703,4370,4161,99923,94420,1133480,1068443,342178,329671,33637,31841,153546,144391,11025,10401,543385,519983,458382,438042,32446,31387,17987,17697,6682,6366,2411,2307,25477,24184,481347,459816,45478,43774,26717,26041,14497,13768,4824,4614
R,10,2022,12,4176154,2139498,2036656,1531155,1452633,322943,311320,34519,33147,119324,113658,6457,6268,125100,119630,1646291,1562594,389959,375924,59808,57533,165475,157395,15414,14758,1581805,1502253,1055543,996884,292181,281444,17554,17119,112922,107649,4296,4179,99309,94978,1147364,1084575,346027,333330,33906,32937,151304,144094,10877,10406,557693,534403,475612,455749,30762,29876,16965,16028,6402,6009,2161,2089,25791,24652,498927,478019,43932,42594,25902,24596,14171,13301,4537,4352
R,10,2022,13,4240998,2170879,2070119,1560632,1480976,328390,318451,34598,33319,117783,112869,6597,6401,122879,118103,1673668,1589538,394286,382727,59472,56941,163001,155608,15139,14701,1606952,1529690,1077731,1018604,297586,288375,18209,17548,111470,106884,4525,4313,97431,93966,1167750,1105361,350695,340265,34168,32827,149081,142586,10806,10397,563927,540429,482901,462372,30804,30076,16389,15771,6313,5985,2072,2088,25448,24137,505918,484177,43591,42462,25304,24114,13920,13022,4333,4304
R,10,2022,14,4420286,2264752,2155534,1631520,1545166,344135,333062,35882,34156,122479,117099,6680,6481,124056,119570,1745460,1655046,410977,398379,60704,58234,167700,160015,15590,14715,1677201,1596449,1126729,1065176,312167,302600,18737,18180,116077,111005,4546,4373,98945,95115,1217935,1152921,366384,355566,34853,33655,153890,146780,11153,10436,587551,559085,504791,479990,31968,30462,17145,15976,6402,6094,2134,2108,25111,24455,527525,502125,44593,42813,25851,24579,13810,13235,4437,4279
R,10,2022,15,4451411,2279592,2171819,1649294,1565261,344383,333170,36515,35040,121686,115679,6679,6611,121035,116058,1760488,1671715,409177,396073,61499,58881,165633,157291,15405,14912,1688170,1606884,1140092,1079169,312814,302764,18952,18611,115396,109713,4554,4430,96362,92197,1228984,1164045,365322,353689,35168,33929,151975,144383,10985,10528,591422,564935,509202,486092,31569,30406,17563,16429,6290,5966,2125,2181,24673,23861,531504,507670,43855,42384,26331,24952,13658,12908,4420,4384
R,10,2022,16,4377443,2241016,2136427,1629101,1546239,335010,324530,35948,34163,119215,114625,6547,6307,115195,110563,1734790,1647635,395883,383649,60034,57226,161682,154708,14871,14161,1666475,1586630,1133286,1071731,305054,295459,18710,18178,112995,108958,4480,4250,91950,88054,1217975,1152763,354472,343548,34340,33087,148646,142464,10639,10043,574541,549797,495815,474508,29956,29071,17238,15985,6220,5667,2067,2057,23245,22509,516815,494872,41411,40101,25694,24139,13036,12244,4232,4118
R,10,2022,17,4329684,2214209,2115475,1618141,1534729,325829,316699,35146,34090,119672,117854,6540,6451,108881,105652,1717942,1631393,382691,372368,58442,56638,159944,156529,14304,14034,1653638,1580060,1132988,1071367,296757,289010,18512,18087,113936,112438,4500,4496,86945,84662,1213000,1149061,343039,334502,33654,32774,147737,145022,10241,10154,560571,535415,485153,463362,29072,27689,16634,16003,5736,5416,2040,1955,21936,20990,504942,482332,39652,37866,24788,23864,12207,11507,4063,3880
R,10,2022,18,4321070,2208486,2112584,1619252,1537592,321855,312763,34295,32975,121727,121251,6420,6136,104937,101867,1715236,1630736,375836,365548,57128,55238,161076,158919,14180,13577,1661703,1589088,1144535,1083677,294051,286104,18408,17629,116011,115775,4489,4283,84209,81620,1221850,1158518,337952,329202,33518,32341,149267,147534,10341,9810,546783,523496,474717,453915,27804,26659,15887,15346,5716,5476,1931,1853,20728,20247,493386,472218,37884,36346,23610,22897,11809,11385,3839,3767
R,10,2022,19,4310493,2201823,2108670,1618832,1537878,319596,311442,33730,32553,122567,122702,6302,5993,100796,98102,1710923,1627500,371090,361746,56353,54565,160018,159199,13801,13189,1664556,1592533,1152087,1089196,292195,285601,18034,17387,116990,117405,4422,4223,80828,78721,1226210,1161366,334236,326664,33016,32052,148564,148142,10027,9678,537267,516137,466745,448682,27401,25841,15696,15166,5577,5297,1880,1770,19968,19381,484713,466134,36854,35082,23337,22513,11454,11057,3774,3511
R,10,2022,20,4300226,2195866,2104360,1613978,1535002,323860,316111,33824,32227,121684,120456,6167,5973,96353,94591,1701820,1621061,372723,364755,56150,54265,157265,154893,13468,12984,1663773,1593590,1150627,1089973,297045,290600,18250,17498,116225,115391,4397,4211,77229,75917,1221237,1159322,336991,330360,33051,32203,146192,144372,9942,9531,532093,510770,463351,445029,26815,25511,15574,14729,5459,5065,1770,1762,19124,18674,480583,461739,35732,34395,23099,22062,11073,10521,3526,3453
R,10,2022,21,4339880,2214979,2124901,1624246,1548124,330220,322128,33414,32135,125528,123750,6106,5908,95465,92856,1710997,1632716,378686,369639,56006,54180,160699,157468,13365,12932,1687379,1618958,1164642,1106810,303465,296966,18238,17753,120222,118769,4332,4115,76480,74545,1234281,1174945,342943,335837,33403,32571,149934,147254,9813,9452,527600,505943,459604,441314,26755,25162,15176,14382,5306,4981,1774,1793,18985,18311,476716,457771,35743,33802,22603,21609,10765,10214,3552,3480
R,10,2022,22,4368427,2228397,2140030,1629146,1552749,337874,330879,33951,32598,127861,126800,6245,5961,93320,91043,1714083,1635240,384912,377399,56806,54754,161854,159674,13332,12961,1704200,1637714,1172011,1114912,311649,305691,18691,17962,122634,121822,4505,4214,74710,73113,1240141,1181337,349905,343717,34044,33047,151395,149535,9906,9527,524197,502316,457135,437837,26225,25188,15260,14636,5227,4978,1740,1747,18610,17930,473942,453903,35007,33682,22762,21707,10459,10139,3426,3434
R,10,2022,23,4287086,2185947,2101139,1603465,1530968,328471,320965,32828,31898,125013,123772,6186,5730,89984,87806,1685143,1610306,373759,365954,55365,54011,157283,154958,13307,12521,1679934,1615474,1162078,1107388,303086,296651,18275,17953,119932,118989,4472,4108,72091,70385,1227689,1171111,340027,333396,33631,33124,147132,145159,9878,9275,506013,485665,441387,423580,25385,24314,14553,13945,5081,4783,1714,1622,17893,17421,457454,439195,33732,32558,21734,20887,10151,9799,3429,3246
R,10,2022,24,4291684,2184977,2106707,1598942,1530833,329881,323460,32697,31794,129417,128884,6176,5810,87864,85926,1678321,1608739,373772,366909,55105,53854,160870,159181,13159,12375,1686044,1626912,1163591,1112119,304895,299593,18187,17817,124345,124041,4451,4165,70575,69177,1227463,1174984,340761,335225,33532,33102,150957,149576,9847,9227,498933,479795,435351,418714,24986,23867,14510,13977,5072,4843,1725,1645,17289,16749,450858,433755,33011,31684,21573,20752,9913,9605,3312,3148
R,10,2022,25,4268945,2170736,2098209,1587507,1523490,325521,320391,31930,31326,135480,134526,6136,5701,84162,82775,1663649,1598200,366768,361437,54022,53256,165983,164061,12752,12153,1679356,1626018,1158073,1110656,301299,297320,17764,17708,130548,129783,4450,4141,67222,66410,1219033,1170645,334670,330743,32917,32940,156279,154787,9546,9105,491380,472191,429434,412834,24222,23071,14166,13618,4932,4743,1686,1560,16940,16365,444616,427555,32098,30694,21105,20316,9704,9274,3206,3048
R,10,2022,26,4301141,2186361,2114780,1598782,1533993,324510,321538,32303,30989,141673,141346,6387,5828,82706,81086,1673490,1606896,364198,361271,54761,52920,171650,170577,13040,12457,1697119,1645167,1171232,1122942,300566,298994,17934,17366,136779,136544,4647,4222,65961,65099,1230935,1181553,332599,331412,33238,32545,162217,161258,9799,9409,489242,469613,427550,411051,23944,22544,14369,13623,4894,4802,1740,1606,16745,15987,442555,425343,31599,29859,21523,20375,9433,9319,3241,3048
R,10,2022,27,4380390,2227089,2153301,1622818,1556926,338475,333172,32717,31614,145485,146084,6496,6257,81098,79248,1695596,1627929,376948,371801,55505,53609,174982,174501,13218,12929,1733852,1679109,1191190,1142055,314069,309696,18445,17913,140615,141282,4746,4565,64787,63598,1249316,1199140,345125,340990,34301,33372,165701,165343,9992,9786,493237,474192,431628,414871,24406,23476,14272,13701,4870,4802,1750,1692,16311,15650,446280,428789,31823,30811,21204,20237,9281,9158,3226,3143
R,10,2022,28,4437024,2253994,2183030,1633646,1569275,352244,347123,32767,32125,150070,150241,6436,6421,78831,77845,1703995,1638634,388889,384337,55820,54717,178782,178205,13376,13015,1760482,1710188,1201439,1155610,327664,323753,18672,18123,145195,145535,4734,4709,62778,62458,1257434,1211263,357097,353913,34748,34137,169606,169248,10143,9892,493512,472842,432207,413665,24580,23370,14095,14002,4875,4706,1702,1712,16053,15387,446561,427371,31792,30424,21072,20580,9176,8957,3233,3123
R,10,2022,29,4542002,2307525,2234477,1669880,1600297,366634,361572,34167,33282,154727,157367,6798,6447,75319,75512,1736835,1667300,400793,397052,56528,55987,182788,184513,13516,13040,1806211,1757755,1230249,1182931,341530,337806,19534,19258,149975,152557,4950,4759,59973,60444,1283592,1236595,368780,366314,35209,35407,173845,175648,10214,9896,501314,476722,439631,417366,25104,23766,14633,14024,4752,4810,1848,1688,15346,15068,453243,430705,32013,30738,21319,20580,8943,8865,3302,3144
R,10,2022,30,4628824,2347373,2281451,1699895,1634655,371929,367731,35705,33876,159118,164385,6830,6643,73896,74161,1765252,1700217,404125,401253,58641,56491,186952,191950,13566,13308,1839776,1799964,1255099,1213021,346417,343457,20466,19798,154336,159524,4946,4880,58512,59284,1306801,1265437,371702,370185,36525,35896,178150,183064,10257,10056,507597,481487,444796,421634,25512,24274,15239,14078,4782,4861,1884,1763,15384,14877,458451,434780,32423,31068,22116,20595,8802,8886,3309,3252
R,10,2022,31,4719084,2381632,2337452,1723773,1669958,376080,379380,35917,33459,167389,174151,7639,6955,70834,73549,1785442,1733994,406292,412517,57909,55523,195088,202638,14777,14103,1876861,1861839,1283256,1256284,349879,353416,20434,19779,162246,168835,5553,5175,55493,58350,1331430,1306983,373249,379517,35623,35237,185796,193073,11160,10849,504771,475613,440517,413674,26201,25964,15483,13680,5143,5316,2086,1780,15341,15199,454012,427011,33043,33000,22286,20286,9292,9565,3617,3254
R,10,2022,32,4760269,2402955,2357314,1748167,1690443,372168,376947,35672,32959,172418,179997,7752,7259,66778,69709,1806396,1751464,399724,407716,56511,54409,199277,206827,14497,13903,1895755,1887035,1305180,1281490,345760,350741,19933,19503,167169,174748,5567,5432,52146,55121,1350456,1329625,366744,374803,34280,34490,190151,197618,10883,10680,507200,470279,442987,408953,26408,26206,15739,13456,5249,5249,2185,1827,14632,14588,455940,421839,32980,32913,22231,19919,9126,9209,3614,3223
R,10,2022,33,4629262,2339083,2290179,1707368,1640654,354708,363186,34240,31585,173075,182996,7757,6854,61935,64904,1761424,1697083,379822,391460,53931,51564,197893,208466,13894,13226,1851435,1842491,1281185,1250865,329412,338323,18903,18708,168077,177908,5657,5182,48201,51505,1323051,1295451,348326,360348,32369,32749,189406,199869,10552,10291,487648,447688,426183,389789,25296,24863,15337,12877,4998,5088,2100,1672,13734,13399,438373,401632,31496,31112,21562,18815,8487,8597,3342,2935
R,10,2022,34,4567795,2303066,2264729,1696003,1635161,335256,347805,34100,30780,171281,182036,7615,6970,58811,61977,1747076,1689194,358506,374374,52631,49918,195404,206541,13675,13033,1813860,1818736,1267371,1246585,310754,323243,18513,17800,166361,177071,5558,5239,45303,48798,1306558,1289024,327970,343596,30906,31183,187020,198061,10327,10073,489206,445993,428632,388576,24502,24562,15587,12980,4920,4965,2057,1731,13508,13179,440518,400170,30536,30778,21725,18735,8384,8480,3348,2960
R,10,2022,35,4470171,2259945,2210226,1678086,1604424,318512,331129,32605,29708,167957,178788,7679,6768,55106,59409,1725807,1656203,340164,356332,50429,48270,190468,202438,13508,12586,1777747,1773034,1254470,1222851,294948,307287,17355,17209,163188,174114,5511,5067,42275,46506,1290812,1263229,310843,326480,29282,30042,182490,194439,10177,9709,482198,437192,423616,381573,23564,23842,15250,12499,4769,4674,2168,1701,12831,12903,434995,392974,29321,29852,21147,18228,7978,7999,3331,2877
R,10,2022,36,4485168,2269972,2215196,1696976,1618725,311364,325149,32485,29655,168237,178286,7656,6828,53254,56553,1743296,1667738,331722,348694,49665,48125,190186,200601,13351,12473,1783159,1777178,1268590,1235905,287881,301273,17168,16904,163356,173740,5478,5125,40686,44231,1303817,1274053,302555,319198,28643,29782,182087,192865,9993,9651,486813,438018,428386,382820,23483,23876,15317,12751,4881,4546,2178,1703,12568,12322,439479,393685,29167,29496,21022,18343,8099,7736,3358,2822
R,10,2022,37,4493124,2272208,2220916,1706328,1626399,306655,322856,32037,29337,167753,179745,7591,6851,51844,55728,1751269,1674773,326291,345340,49525,47642,188774,202128,13115,12587,1783313,1782396,1275694,1242744,283656,299355,16433,16674,163029,175135,5399,5230,39102,43258,1309319,1280119,297645,316019,27957,29436,180959,194294,9787,9853,488895,438520,430634,383655,22999,23501,15604,12663,4724,4610,2192,1621,12742,12470,441950,394654,28646,29321,21568,18206,7815,7834,3328,2734
R,10,2022,38,4414938,2227101,2187837,1674837,1603929,295588,314570,31510,28915,168123,179973,7337,6546,49706,53904,1717980,1650595,313904,335805,48371,47018,188541,201978,12827,12176,1748876,1753576,1253170,1223534,273384,291642,16309,16324,163411,175560,5214,4903,37388,41613,1285394,1259418,286316,307208,27412,28848,180768,194344,9545,9383,478225,434261,421667,380395,22204,22928,15201,12591,4712,4413,2123,1643,12318,12291,432586,391177,27588,28597,20959,18170,7773,7634,3282,2793
R,10,2022,39,4425911,2232449,2193462,1684272,1609765,293984,314415,31854,29178,165998,180036,7376,6716,48965,53352,1726660,1655836,311978,335155,48661,47529,186101,201622,12698,12366,1752305,1756434,1260475,1227229,271856,291057,16283,16310,161320,175653,5346,5035,37025,41150,1292276,1262542,284564,306283,27515,29043,178427,194100,9561,9550,480144,437028,423797,382536,22128,23358,15571,12868,4678,4383,2030,1681,11940,12202,434384,393294,27414,28872,21146,18486,7674,7522,3137,2816
R,10,2022,40,4461926,2248328,2213598,1700327,1626876,295197,317854,31693,28990,165022,180307,7401,6826,48688,52745,1742505,1672388,313026,338552,48684,47317,184789,201364,12762,12403,1762367,1768070,1271088,1236457,272962,294108,16232,16070,160244,175671,5267,5070,36574,40694,1302504,1271365,285460,309308,27557,28861,176944,193607,9526,9531,485961,445528,429239,390419,22235,23746,15461,12920,4778,4636,2134,1756,12114,12051,440001,401023,27566,29244,21127,18456,7845,7757,3236,2872
R,10,2022,41,4382905,2205170,2177735,1675075,1606449,289011,312045,30447,28484,156287,173269,7156,6290,47194,51198,1715746,1650644,306063,332209,47302,46458,175332,193447,12396,11721,1735120,1741769,1259613,1224262,267651,289087,15466,15825,151722,168734,5125,4604,35543,39257,1290009,1257953,279643,303760,26762,28273,167849,185931,9264,8935,470050,435966,415462,382187,21360,22958,14981,12659,4565,4535,2031,1686,11651,11941,425737,392691,26420,28449,20540,18185,7483,7516,3132,2786
R,10,2022,42,4404423,2216750,2187673,1681701,1609470,295917,320872,31102,28509,153738,171275,7287,6487,47005,51060,1722218,1653465,313047,341017,48155,46758,172555,191151,12596,12012,1734747,1747279,1255791,1223088,274122,297689,15729,15844,149009,166751,5121,4818,34975,39089,1285670,1256479,286002,312287,27067,28558,164777,183675,9325,9286,482003,440394,425910,386382,21795,23183,15373,12665,4729,4524,2166,1669,12030,11971,436548,396986,27045,28730,21088,18200,7778,7476,3271,2726
R,10,2022,43,4221150,2116876,2104274,1608735,1548617,280722,308356,29177,27120,148045,166305,6438,6056,43759,47820,1646543,1589692,296462,327150,45213,44306,165436,185076,11326,11047,1666328,1685195,1210596,1181044,260158,286162,14877,15045,143734,162080,4529,4512,32434,36352,1238374,1212029,271007,299525,25469,27009,158337,177975,8356,8523,450548,419079,398139,367573,20564,22194,14300,12075,4311,4225,1909,1544,11325,11468,408169,377663,25455,27625,19744,17297,7099,7101,2970,2524
R,10,2022,44,4110014,2059275,2050739,1570579,1513170,269469,297567,27975,26505,143373,162164,6205,5663,41674,45670,1606404,1552416,284457,315139,43463,43283,159878,180024,10659,10423,1618912,1637700,1180322,1150649,249733,275956,14302,14494,139176,157867,4443,4160,30936,34574,1206599,1180106,260077,288433,24622,26076,153056,173019,7975,7967,440363,413039,390257,362521,19736,21611,13673,12011,4197,4297,1762,1503,10738,11096,399805,372310,24380,26706,18841,17207,6822,7005,2684,2456
R,10,2022,45,4075359,2036702,2038657,1558884,1508559,263727,293521,28069,26431,139976,160014,6020,5669,40026,44463,1593311,1546483,277885,310587,43190,43067,155838,177466,10420,10393,1601017,1625810,1171878,1144661,245024,272512,14529,14828,135704,155803,4284,4179,29598,33827,1197023,1173257,254614,284674,24677,26495,148984,170599,7745,7952,435685,412847,387006,363898,18703,21009,13540,11603,4272,4211,1736,1490,10428,10636,396288,373226,23271,25913,18513,16572,6854,6867,2675,2441
R,10,2022,46,3910093,1951880,1958213,1489750,1449466,250646,278312,26952,25160,140539,158353,5682,5357,38311,41565,1522752,1484838,263718,293986,41508,40833,155882,174860,10038,9792,1530466,1554525,1115152,1092797,232515,258265,13880,13877,136510,154202,4088,3942,28321,31442,1139250,1119261,241260,269294,23597,24794,149479,168163,7536,7522,421414,403688,374598,356669,18131,20047,13072,11283,4029,4151,1594,1415,9990,10123,383502,365577,22458,24692,17911,16039,6403,6697,2502,2270
R,10,2022,47,3927988,1961301,1966687,1500898,1457660,250450,279869,26423,25214,142126,158916,5598,5155,35806,39873,1531506,1491600,262778,294608,40272,40419,156450,174826,9533,9337,1545173,1567719,1129339,1104168,233302,260360,13532,14059,138159,154930,4061,3797,26780,30405,1151957,1129823,241695,270739,23015,24770,150308,168478,7205,7146,416128,398968,371559,353492,17148,19509,12891,11155,3967,3986,1537,1358,9026,9468,379549,361777,21083,23869,17257,15649,6142,6348,2328,2191
R,10,2022,48,3884471,1936857,1947614,1483988,1447028,246096,275723,26118,24624,140902,157161,5382,5040,34371,38038,1513268,1479223,257680,289701,39729,39447,154611,172226,9273,9038,1532507,1556756,1121948,1099239,229876,257413,13469,13787,137222,153323,3952,3753,26040,29241,1143911,1123699,237935,267412,22844,24363,149000,166285,7098,6981,404350,390858,362040,347789,16220,18310,12649,10837,3680,3838,1430,1287,8331,8797,369357,355524,19745,22289,16885,15084,5611,5941,2175,2057
R,10,2022,49,3890073,1937074,1952999,1485243,1451043,247296,278516,25459,24633,140178,156627,5159,5007,33739,37173,1513921,1482371,258384,291975,38802,39293,153867,171477,8947,8915,1545204,1571477,1133869,1111344,231725,260652,13345,13967,136682,152941,3812,3733,25771,28840,1155518,1135377,239396,270333,22722,24666,148509,165760,6906,6892,391870,381522,351374,339699,15571,17864,12114,10666,3496,3686,1347,1274,7968,8333,358403,346994,18988,21642,16080,14627,5358,5717,2041,2023
R,10,2022,50,4039808,2014320,2025488,1551490,1513629,257392,287660,26056,24747,140730,157404,5197,4903,33455,37145,1579775,1544962,268120,300816,39877,39847,154071,172024,8955,8858,1624068,1645277,1201331,1174636,242078,270047,13839,14207,137128,153741,3890,3657,25802,28989,1222880,1198792,249615,279596,23777,25266,148708,166458,6931,6916,390252,380211,350159,338993,15314,17613,12217,10540,3602,3663,1307,1246,7653,8156,356895,346170,18505,21220,16100,14581,5363,5566,2024,1942
R,10,2022,51,4283085,2139580,2143505,1669054,1622686,267624,300343,26268,25568,136984,152249,5222,4946,34428,37713,1698222,1654511,278520,313560,40787,41358,150490,166672,9163,9081,1751915,1766368,1321084,1286554,252390,282951,14490,14896,133331,148653,3879,3734,26741,29580,1343513,1311265,260055,292520,25082,26734,145059,161136,7128,7130,387665,377137,347970,336132,15234,17392,11778,10672,3653,3596,1343,1212,7687,8133,354709,343246,18465,21040,15705,14624,5431,5536,2035,1951
R,10,2022,52,4331996,2165555,2166441,1695609,1648981,269100,298307,26514,25173,135257,151443,5163,5108,33912,37429,1724295,1680323,279848,311326,41103,41203,148195,165757,9139,9322,1783341,1800374,1352653,1322801,253956,281371,14675,14966,131723,147841,3870,3880,26464,29515,1374777,1347261,261645,290949,25430,27055,142899,160159,7149,7377,382214,366067,342956,326180,15144,16936,11839,10207,3534,3602,1293,1228,7448,7914,349518,333062,18203,20377,15673,14148,5296,5598,1990,1945
R,10,2022,53,4143610,2066961,2076649,1627368,1590509,250571,279571,24931,24053,127499,143413,5017,4911,31575,34192,1654174,1619193,260189,291004,38876,39235,139537,156305,8701,8760,1705122,1728572,1302545,1279785,236353,263808,13927,14350,124162,139978,3811,3761,24324,26890,1322973,1302141,242939,272065,24160,25849,134550,151084,6818,6925,361839,348077,324823,310724,14218,15763,11004,9703,3337,3435,1206,1150,7251,7302,331201,317052,17250,18939,14716,13386,4987,5221,1883,1835
R,10,2022,54,4034271,2010019,2024252,1580580,1547775,246996,276206,24484,23415,123831,139967,4569,4646,29559,32243,1605494,1574599,255870,286944,37842,37928,135027,151992,8038,8446,1661678,1689042,1267868,1248407,233053,260755,13661,14185,120785,136808,3423,3523,22888,25364,1286930,1269239,239160,268487,23579,25247,130482,147260,6295,6689,348341,335210,312712,299368,13943,15451,10823,9230,3046,3159,1146,1123,6671,6879,318564,305360,16710,18457,14263,12681,4545,4732,1743,1757
R,10,2022,55,4022355,1996521,2025834,1581084,1561414,245307,276688,23594,23318,113649,128608,4677,4565,28210,31241,1604835,1587421,253630,287268,36721,37780,124122,139757,7974,8231,1661919,1700335,1280237,1270496,231961,261625,13554,14538,110692,125637,3548,3494,21927,24545,1298460,1290685,237667,269200,23388,25624,119763,135218,6332,6573,334602,325499,300847,290918,13346,15063,10040,8780,2957,2971,1129,1071,6283,6696,306375,296736,15963,18068,13333,12156,4359,4539,1642,1658
R,10,2022,56,4048769,2004658,2044111,1586138,1576797,250352,282262,23537,23359,112313,126467,4582,4633,27736,30593,1609200,1602180,258649,292437,36728,37857,122399,137333,7999,8255,1677439,1725255,1292103,1291843,237031,267641,13682,14725,109458,123458,3505,3588,21660,24000,1309847,1311527,242702,274913,23775,25863,118145,132771,6384,6590,327219,318856,294035,284954,13321,14621,9855,8634,2855,3009,1077,1045,6076,6593,299353,290653,15947,17524,12953,11994,4254,4562,1615,1665
R,10,2022,57,4204507,2074362,2130145,1647568,1649559,256941,292351,24280,24229,112842,127856,4695,4623,28036,31527,1671023,1675668,265095,302637,37872,39399,122925,138902,8091,8393,1749804,1813006,1355942,1366353,243798,277601,14534,15587,109965,124846,3652,3628,21913,24991,1374020,1386775,249425,285029,24858,27457,118700,134384,6497,6791,324558,317139,291626,283206,13143,14750,9746,8642,2877,3010,1043,995,6123,6536,297003,288893,15670,17608,13014,11942,4225,4518,1594,1602
R,10,2022,58,4330425,2128918,2201507,1702451,1717653,257356,294381,24210,24632,112354,128864,4490,4613,28057,31364,1725774,1743563,265220,304181,38246,40402,122369,139748,7947,8308,1818968,1891822,1423972,1440830,244722,280031,14808,16155,109669,126058,3504,3635,22293,25113,1442283,1461316,250228,287107,25761,28756,118382,135487,6405,6773,309950,309685,278479,276823,12634,14350,9402,8477,2685,2806,986,978,5764,6251,283491,282247,14992,17074,12485,11646,3987,4261,1542,1535
R,10,2022,59,4345793,2132829,2212964,1709577,1732948,252997,289594,23914,24066,114268,130532,4262,4533,27811,31291,1732800,1758770,260659,299351,37993,39832,124107,141186,7583,8261,1835932,1913983,1442972,1465854,240797,275888,14992,15857,111605,127741,3340,3586,22226,25057,1461344,1486261,246155,282984,26079,28475,120219,136929,6157,6717,296897,298981,266605,267094,12200,13706,8922,8209,2663,2791,922,947,5585,6234,271456,272509,14504,16367,11914,11357,3888,4257,1426,1544
R,10,2022,60,4347069,2128440,2218629,1716781,1749942,248878,287256,23229,23919,107728,122285,4397,4514,27427,30713,1739780,1775145,256165,296837,37055,39790,117510,132663,7792,8155,1843139,1931089,1460078,1492844,237402,274459,14708,15865,105250,119609,3508,3603,22193,24709,1478503,1512896,242520,281388,25781,28647,113834,128596,6417,6632,285301,287540,256703,257098,11476,12797,8521,8054,2478,2676,889,911,5234,6004,261277,262249,13645,15449,11274,11143,3676,4067,1375,1523
R,10,2022,61,4338195,2118987,2219208,1722916,1761641,243155,283288,22614,23846,99256,116135,4109,4194,26937,30104,1745416,1786330,250250,292538,36526,39727,108808,126143,7369,7800,1850424,1945932,1481447,1517243,232289,270969,14618,16384,96907,113587,3318,3359,21845,24390,1499480,1537015,237342,277746,25809,29314,105274,122254,6098,6392,268563,273276,241469,244398,10866,12319,7996,7462,2349,2548,791,835,5092,5714,245936,249315,12908,14792,10717,10413,3534,3889,1271,1408
