stateFIPS,state,census_region,census_division,COVIDDeathsUCD,deaths,suppressed,expDeathsMean,expDeathsLow,expDeathsMed,expDeathsUp,excDeathsMean,excDeathsLow,excDeathsMed,excDeathsUp,probPositiveExcess,relExcDeathsMean,relExcDeathsLow,relExcDeathsMed,relExcDeathsUp,ratioMeanUCD,ratioLowUCD,ratioMedUCD,ratioUpUCD,probPositiveNCExcessUCD,COVIDDeathsMCD,ratioMeanMCD,ratioLowMCD,ratioMedMCD,ratioUpMCD,probPositiveNCExcessMCD
16,Idaho,West,Mountain,4459,39697,0,34905.914,34236.700000000004,34909.5,35595.3,4791.086,4101.7,4787.5,5460.3,1,0.13752338019301866,0.11523150599591206,0.1371403258020651,0.15948675040041868,1.0744754429244223,0.919869925992375,1.073671226732451,1.2245570755774835,0.73,5126,0.9346636753804136,0.800175575497464,0.9339641045649628,1.0652165431135387,0.269
17,Illinois,North Central,East North Central,33316,293424,0,249396.566,244834.8,249366.5,253833.6,44027.434,39590.399999999994,44057.5,48589.2,1,0.17677130696435198,0.1559698963299006,0.17667770186749104,0.1984570820886663,1.3215102053067596,1.1883299315644134,1.3224126545803818,1.458434385880658,0.998,37400,1.177204117647059,1.058566844919786,1.1780080213903743,1.2991764705882352,0.974
18,Indiana,North Central,East North Central,20942,177003,0,152280.57,149488.8,152255,155055.9,24722.43,21947.1,24748,27514.199999999997,1,0.16258636659215758,0.141543147043534,0.16254310203277397,0.18405526034627,1.180519052621526,1.0479944608919871,1.1817400439308567,1.3138286696590584,0.959,23929,1.0331576747879143,0.9171758117765054,1.0342262526641317,1.1498265702703834,0.649
19,Iowa,North Central,West North Central,8785,81068,0,71223.455,69896.4,71223,72586.4,9844.545,8481.6,9845,11171.6,1,0.13846218781536862,0.11684833553056134,0.1382278196649959,0.15983083611984109,1.120608423449061,0.965463858850313,1.120660216277746,1.2716676152532729,0.852,10140,0.970862426035503,0.8364497041420119,0.9709072978303748,1.1017357001972383,0.387
20,Kansas,North Central,West North Central,8673,73435,0,62678.118,61527.5,62697,63843.3,10756.882,9591.7,10738,11907.5,1,0.17187644022910595,0.15023816147650393,0.17126816304897213,0.19353134848074607,1.2402723394442523,1.105926438371959,1.238095238095238,1.3729390061109188,0.985,9697,1.1092999896875322,0.9891409714344642,1.1073527895225328,1.227957100134062,0.873
21,Kentucky,South,East South Central,15022,131779,0,111662.224,109655.8,111663.5,113747.7,20116.776,18031.3,20115.5,22123.2,1,0.1804016476947317,0.15852013064774176,0.18014391455258155,0.2017512981889276,1.339154307016376,1.2003261882572227,1.3390693649314338,1.472720010651045,0.998,17662,1.1389862982674668,1.02090929679538,1.138914052768656,1.25258747593704,0.937
22,Louisiana,South,West South Central,14931,126253,0,102201.911,100297.1,102222.5,104068.4,24051.089,22184.6,24030.5,25955.9,1,0.2355857771558288,0.2131732592870288,0.23508033948514828,0.25879013542266466,1.6108156854865716,1.4858080503650124,1.6094367423481346,1.738389926997522,1,16627,1.44650802910928,1.334251518614302,1.4452697419859266,1.561069345041198,1
23,Maine,Northeast,New England,2381,37723,0,34570.071,33905.9,34557.5,35249.1,3152.929,2473.9,3165.5,3817.1,1,0.09146690945433772,0.07018335227657985,0.09160095515870624,0.11257922671137784,1.3242036959260814,1.039017219655607,1.3294834103317932,1.60314993700126,0.923,2744,1.1490266034985424,0.901567055393586,1.1536078717201166,1.3910714285714287,0.767
24,Maryland,South,South Atlantic,13848,131829,0,114010.531,112037.3,113997.5,116065.7,17818.469,15763.3,17831.5,19791.7,1,0.15652039658704134,0.1358135956027834,0.15642009748811697,0.1766527778980642,1.286717865395725,1.1383087810514154,1.287658867706528,1.4292099942229923,0.991,16331,1.091082542404017,0.965237891127304,1.0918804727205926,1.2119098646745454,0.82
25,Massachusetts,Northeast,New England,16706,149381,0,137271.116,134735.3,137197.5,139844.5,12109.884,9536.5,12183.5,14645.7,1,0.08844477891268797,0.06819360087229741,0.08880263866219176,0.10869980631715712,0.7248823177301569,0.57084281096612,0.7292888782473363,0.8766730515982282,0.011,18870,0.6417532591414944,0.5053789083200848,0.6456544780074192,0.7761367249602544,0
26,Michigan,North Central,East North Central,29844,267907,0,227652.226,223545.8,227588.5,231940.7,40254.774,35966.299999999996,40318.5,44361.2,1,0.17705935309692117,0.15506679087353495,0.17715526212307936,0.1984434520064629,1.348839766787294,1.205143412411205,1.3509750703659027,1.486436134566412,0.999,34119,1.1798345203552274,1.054142852955831,1.1817022773234855,1.3001905096866848,0.975
27,Minnesota,North Central,West North Central,11446,117354,0,103921.834,102017.4,103865,105881.6,13432.166,11472.4,13489,15336.6,1,0.1294891774195277,0.10835121526227648,0.12987050508716372,0.1503331788159224,1.1735248995282197,1.0023064826140136,1.1784903022890094,1.3399091385636903,0.901,13765,0.9758202687976752,0.8334471485652015,0.979949146385761,1.114173628768616,0.414
28,Mississippi,South,East South Central,11570,92167,0,73712.737,72384.9,73689.5,75045.1,18454.263,17121.9,18477.5,19782.1,1,0.2506203488294698,0.22815480293147564,0.2507480741207627,0.27329042647823526,1.5950097666378564,1.4798530682800346,1.597018150388937,1.7097752808988762,1,13662,1.3507731664470797,1.253249890206412,1.352474015517494,1.447965158834724,1
29,Missouri,North Central,West North Central,18570,167381,0,141926.966,139463.9,141885,144655.7,25454.034,22725.3,25496,27917.1,1,0.1795881090107539,0.15709923656844615,0.1796948247373654,0.20017438204993915,1.3707072697899838,1.2237641357027464,1.3729671513193322,1.5033441033925687,0.998,20708,1.229188429592428,1.0974164574077652,1.2312149893760864,1.3481311570407573,0.986
30,Montana,West,Mountain,3098,27549,0,23993.199,23482.699999999997,23976,24500,3555.801,3049,3573,4066.3,1,0.14850440771637832,0.12444897959183672,0.14902402402402404,0.1731615206288271,1.1477730794060683,0.9841833440929632,1.1533247256294383,1.3125564880568108,0.883,3576,0.994351510067114,0.8526286353467561,0.9991610738255032,1.1371085011185682,0.498
31,Nebraska,North Central,West North Central,4294,44471,0,40041.758,39259.8,40027.5,40830.1,4429.242,3640.9,4443.5,5211.2,1,0.1108696651784569,0.08917195898126057,0.111011179987235,0.13273628521763378,1.031495575221239,0.8479040521658128,1.0348160223567768,1.2136003726129485,0.598,5120,0.865086328125,0.7111132812500001,0.86787109375,1.0178125,0.125
32,Nevada,West,Mountain,10299,72524,0,59035.421,57924.5,59037.5,60170,13488.579,12354,13486.5,14599.5,1,0.2287558561142568,0.2053182649160711,0.2284395512208672,0.25204360933003006,1.3096979318380426,1.1995339353335277,1.3094960675793763,1.4175648121176812,1,11205,1.2038,1.1025435073627845,1.2036144578313253,1.302945113788487,0.993
33,New Hampshire,Northeast,New England,2371,32285,0,29208.69,28624.9,29202.5,29817.6,3076.31,2467.4,3082.5,3660.1,1,0.1055918147984114,0.08274978930676402,0.10555603148581684,0.12786420226957074,1.2974736398144242,1.0406579502319695,1.300084352593842,1.543694643610291,0.933,2813,1.0936046924991112,0.877141841450409,1.095805190188411,1.3011375755421255,0.731
34,New Jersey,Northeast,Middle Atlantic,29092,205703,0,178476.222,175311.30000000002,178490,181659.5,27226.778,24043.5,27213,30391.7,1,0.15277999822063518,0.1323547633138803,0.15246232281920555,0.17335847734582466,0.9358853980475732,0.8264643200879968,0.9354117970576104,1.0446755121682938,0.222,32826,0.8294272223237678,0.7324529336501554,0.829007494059587,0.9258423201121064,0.017
35,New Mexico,West,Mountain,7714,53943,0,41730.326,40909.7,41738.5,42530,12212.674,11413,12204.5,13033.3,1,0.29295807969496457,0.26835175170467906,0.29240389586930715,0.3185870350090361,1.5831830438164376,1.479517759917034,1.5821234119782217,1.6895644283121598,1,8543,1.4295533185063796,1.3359475594053611,1.4285965117640171,1.5256116118459555,1
36,New York,Northeast,Middle Atlantic,66358,439638,0,366081.315,359512.30000000005,366067,372603,73556.685,67035,73571,80125.70000000001,1,0.201170946218611,0.17990998469818922,0.20097687043499363,0.2228733214945098,1.108482549202809,1.0102022363543206,1.1086982730040085,1.207476114409717,0.919,74656,0.9852749276682384,0.8979184526360908,0.9854666738105444,1.0732653771967424,0.42
37,North Carolina,South,South Atlantic,26767,257061,0,219858.801,215965.5,219910,223934.3,37202.199,33126.700000000004,37151,41095.5,1,0.16944375248031246,0.14793044244658266,0.16893729339893107,0.19028733807767195,1.3898531400605223,1.2375947995666303,1.38794037434154,1.535304666193447,1,30444,1.2219878793851005,1.0881191696229142,1.220306135855998,1.3498718959400868,0.988
38,North Dakota,North Central,West North Central,2093,17078,0,14735.889,14413,14741,15064.2,2342.111,2013.8,2337,2665,1,0.159298006937216,0.1336811796902269,0.1585374179901543,0.1849025185596337,1.119021022455805,0.9621595795508838,1.1165790731008125,1.2732919254658386,0.836,2432,0.9630390625,0.8280427631578947,0.9609375,1.0958059210526316,0.354
39,Ohio,North Central,East North Central,39773,329917,0,282322.298,277289.1,282202,287435.7,47594.702,42481.3,47715,52627.9,1,0.1688135712350194,0.14779409801082383,0.1690810128914749,0.1897943338965751,1.1966585874839717,1.0680939330701733,1.199683202172328,1.3232066980112136,0.975,45465,1.0468426701858573,0.9343736940503684,1.049488617617948,1.1575475640602662,0.707
40,Oklahoma,South,West South Central,15085,113013,0,92946.621,91235.5,92934,94588.4,20066.379,18424.6,20079,21777.5,1,0.21614345327324924,0.1947871009848154,0.2160565564065376,0.238695464271576,1.330220682797481,1.2213854822671528,1.3310573417301956,1.4436526350679482,1,17920,1.1197756138392858,1.028158482142857,1.1204799107142858,1.2152622767857144,0.944
41,Oregon,West,Pacific,6693,97805,0,86706.484,85076,86656.5,88285.7,11098.516,9519.3,11148.5,12729,1,0.1282335342635503,0.10782380448174406,0.12865163062557303,0.14961916404156284,1.658227401763036,1.4222770058269834,1.6656955027640818,1.901837740923353,1,8099,1.3703563402889245,1.1753673292999136,1.376527966415607,1.5716755154957402,0.988
42,Pennsylvania,Northeast,Middle Atlantic,42027,351982,0,311286.907,305677.10000000003,311196.5,316847.9,40695.093,35134.1,40785.5,46304.9,1,0.1309576382430668,0.1108863278371303,0.13106027863715897,0.1514830528199372,0.9683083018059818,0.8359887691246104,0.970459466533419,1.1017893259095344,0.372,47999,0.8478321006687639,0.7319756661597117,0.8497156190753974,0.9647055146982229,0.045
44,Rhode Island,Northeast,New England,3024,25931,0,23835.262,23359.5,23838.5,24304,2095.738,1627,2092.5,2571.5,1,0.08820343871565439,0.06694371296905859,0.08777817444083258,0.11008369643794558,0.693035052910053,0.5380291005291006,0.6919642857142857,0.8503637566137566,0.01,3676,0.5701137105549511,0.4426006528835691,0.5692328618063112,0.6995375408052231,0
45,South Carolina,South,South Atlantic,17397,142640,0,117501.902,115319.7,117448,119654.1,25138.098,22985.9,25192,27320.3,1,0.2141914264639582,0.19210290329288052,0.21449492541380016,0.2369092185349786,1.444967408173823,1.3212565384836463,1.448065758464103,1.5704029430361557,1,19517,1.2880103499513245,1.1777373571757954,1.2907721473587128,1.3998206691602193,0.998
46,South Dakota,North Central,West North Central,2607,21472,0,18641.318,18246.800000000003,18632.5,19045.3,2830.682,2426.7,2839.5,3225.2000000000003,1,0.15216781769839913,0.12741726556910185,0.15239500955116936,0.17675428147504188,1.0858005370157269,0.9308400460299194,1.0891829689298045,1.2371308016877638,0.775,2958,0.9569580797836376,0.8203853955375253,0.9599391480730224,1.0903313049357677,0.337
47,Tennessee,South,East South Central,23381,196965,0,165371.809,162489.9,165345,168404.8,31593.191,28560.2,31620,34475.1,1,0.19128472005267616,0.16959255341891924,0.191236505488524,0.21216764857798176,1.3512335229459818,1.2215131944741455,1.3523801377186604,1.4744921089773748,1,26098,1.210559851329604,1.0943443942064526,1.211587094796536,1.3209862824737528,0.989
48,Texas,South,West South Central,88259,591085,0,476020.348,467544.4,475868,484346.3,115064.652,106738.7,115217,123540.6,1,0.2419624371369273,0.2203768255034112,0.2421196634415641,0.26423287298981984,1.3037157910241448,1.2093803464802455,1.3054419379326756,1.3997507336362296,1,96618,1.1909235546171522,1.1047496325736406,1.1925003622513404,1.2786499410047818,0.995
49,Utah,West,Mountain,4411,49491,0,43488.416,42656.9,43475.5,44335.6,6002.584,5155.4000000000005,6015.5,6834.1,1,0.13829220850036017,0.11628127467696062,0.1383652875507848,0.1602108920818889,1.3608215824076173,1.1687599183858537,1.363749716617547,1.549331217411018,0.989,5093,1.178594934223444,1.0122521107402316,1.1811309640683292,1.341861378362458,0.922
50,Vermont,Northeast,New England,569,15117,0,14010.48,13703.9,13997,14312.3,1106.52,804.7,1120,1413.1,1,0.07929352852476122,0.05622437062992358,0.08001714653139959,0.10311663156073178,1.9446748681898067,1.4142355008787346,1.968365553602812,2.4834797891036904,0.988,770,1.4370389610389611,1.045064935064935,1.4545454545454546,1.8351948051948053,0.927
51,Virginia,South,South Atlantic,18857,191738,0,160698.297,157834.2,160696.5,163670.8,31039.703,28067.2,31041.5,33903.8,1,0.19340177405933948,0.17148569863314778,0.19316848852779123,0.2148064237303128,1.6460573261918652,1.4884233971469485,1.6461526223683514,1.797942408654611,1,21251,1.4606231706743211,1.3207472589525198,1.4607077314008752,1.5953978636299468,1
53,Washington,West,Pacific,11132,150658,0,135743.771,133286.3,135680,138261.3,14914.229,12396.7,14978,17371.7,1,0.1100949974044347,0.08966138757832916,0.11039209911692148,0.13033372550217504,1.33976185770751,1.1136094143011137,1.345490477901545,1.560519223859145,0.979,13227,1.1275594617071143,0.9372268844031147,1.1323807363725713,1.313351478037348,0.808
54,West Virginia,South,South Atlantic,6660,62601,0,51419.362,50443,51419,52409,11181.638,10192,11182,12158,1,0.21773377756053025,0.19447041538667023,0.217468251496089,0.24102452272862435,1.6789246246246246,1.5303303303303304,1.678978978978979,1.8255255255255256,1,7711,1.450089223187654,1.3217481519906626,1.450136169109065,1.576708598106601,1
55,Wisconsin,North Central,East North Central,13011,138758,0,122595.922,120384,122552.5,124877.5,16162.078,13880.5,16205.5,18374,1,0.1320653874281506,0.1111529300315888,0.13223313289058394,0.15262825696252905,1.2421856890323573,1.0668280685573746,1.2455230189839366,1.412189685650603,0.963,15510,1.0420424242424242,0.8949387491940684,1.044842037395229,1.184655061250806,0.654
56,Wyoming,West,Mountain,1728,14064,0,10917.008,10664.8,10914,11171.1,3146.992,2892.9,3150,3399.2,1,0.28869802553671664,0.2589628604293321,0.2886201209455745,0.3187307820607638,1.821175925925926,1.6741319444444445,1.8229166666666667,1.9671296296296297,1,1974,1.5942208713272543,1.4655015197568388,1.5957446808510638,1.7219858156028367,1
00,United States,United States,United States,924859,7774273,1,6579767.662,6462703.5,6579169.5,6696820.800000001,1194505.338,1077452.2,1195103.5,1311569.5,1,0.18177102680858623,0.16089010510010898,0.18164960072178232,0.20294440256688157,1.2915539968795244,1.1649907715662604,1.2922007570883778,1.418129141847568,0.995,1046374,1.141566340524516,1.0297008526588007,1.1421379927253543,1.2534423638202017,0.95
